"Team,Player,Position,Injury,Practice Participation"
"Kansas City Chiefs,Derrick Nnadi,DT,Tricep,DNP,DNP,DNP,Out"
"Kansas City Chiefs,Skyy Moore (IR),WR,Knee,DNP,DNP,DNP,Out"
"Kansas City Chiefs,Trey Smith,G,Illness,DNP,FP,FP,–"
"Kansas City Chiefs,Mike Edwards,S,Concussion,DNP,LP,FP,Questionable"
"Kansas City Chiefs,Isiah Pacheco,RB,Ankle / Toe,DNP,DNP,LP,Questionable"
"Kansas City Chiefs,Joe Thuney,G,Pectoral,DNP,DNP,DNP,Out"
"Kansas City Chiefs,Willie Gay,LB,Neck,LP,LP,DNP,Questionable"
"Kansas City Chiefs,Blaine Gabbert,QB,Oblique,LP,FP,FP,–"
"Kansas City Chiefs,L’Jarius Sneed,CB,Calf,LP,LP,LP,–"
"Kansas City Chiefs,Prince Tega Wanogho (IR),OL,Quad,FP,FP,FP,Out"
"Kansas City Chiefs,Trent McDuffie,CB,Ankle,FP,FP,FP,–"
"Kansas City Chiefs,Wanya Morris,T,Concussion,FP,FP,FP,–"
"Kansas City Chiefs,Charles Omenihu,DE,Wrist,FP,FP,FP,–"
"Kansas City Chiefs,Rashee Rice,WR,Hamstring,FP,FP,FP,–"
"Kansas City Chiefs,Kadarius Toney,WR,Hip,FP,LP,LP,Questionable"
"Kansas City Chiefs,Marquez Valdes-Scantling,WR,Oblique,FP,FP,FP,–"
"Kansas City Chiefs,Joshua Williams,CB,Knee,FP,FP,FP,–"
"Detroit Lions,Player,Status"
"Detroit Lions,Jonah Jackson,Injured"
"Detroit Lions,Jason Cabinda,Elevated"
"Detroit Lions,Michael Schofield,Elevated"
"Detroit Lions,Zach Ertz,Not Activated"
"San Francisco 49ers,Player,Status"
"San Francisco 49ers,Willie Snead IV,Promoted"
"San Francisco 49ers,Curtis Robinson,Promoted"
"San Francisco 49ers,Deebo Samuel,Injured (Shoulder)"
"San Francisco 49ers,Oren Burks,Injured"
"San Francisco 49ers,Kalia Davis,Injured"
"San Francisco 49ers,Trent Williams,Injured"
"San Francisco 49ers,Dre Greenlaw,Injured"
"San Francisco 49ers,Nick Bosa,Injured"
"Baltimore Ravens,Player,Injury,Practice Participation"
"Baltimore Ravens,Mark Andrews,TE,Ankle,Full"
"Baltimore Ravens,Tylan Wallace,WR,Knee,Did not participate"
"Baltimore Ravens,Kevin Zeitler,OG,NIR - Rest,Did not participate"
"Baltimore Ravens,Del’Shawn Phillips,LB,Shoulder,Limited"
"Baltimore Ravens,Rock Ya-Sin,CB,Knee,Limited"
"Baltimore Ravens,Marlon Humphrey,CB,Calf,Limited"
